12,0.0467,0.0142,0.7352,0.4029,0.7015,0.5817,0.7083,0.7843,0.7004,1.0083,0.6981,1.3059,0.7112,1.6955,0.7163,2.1626,0.6975,2.6636,0.6961,3.307,0.6746,3.9892,0.6554,4.6411,0.6241,5.2817
13,0.0456,0.0141,0.7071,0.4249,0.6511,0.5356,0.6692,0.7162,0.6708,0.9206,0.6737,1.21,0.6854,1.5959,0.6947,2.0886,0.7025,2.6762,0.706,3.4501,0.7036,4.3393,0.6933,5.2188,0.6712,6.1438
14,0.0454,0.0142,0.7797,0.4917,0.7243,0.617,0.7218,0.8043,0.7034,1.0205,0.7045,1.3656,0.7286,1.8162,0.7435,2.4446,0.7477,3.2024,0.7472,4.2305,0.7309,5.4122,0.7116,6.5616,0.6952,7.7547
15,0.0526,0.0141,0.7602,0.5453,0.7024,0.6518,0.6929,0.8149,0.6851,1.0195,0.6952,1.3395,0.7136,1.815,0.74,2.5197,0.7601,3.4548,0.7588,4.8115,0.7609,6.4812,0.7561,8.2207,0.7363,10.0721
16,0.0466,0.0141,0.7506,0.5041,0.6608,0.5846,0.6651,0.7571,0.6723,0.936,0.6895,1.2395,0.7202,1.6801,0.7407,2.3515,0.7521,3.23,0.7557,4.4425,0.7548,5.9485,0.7332,7.4703,0.719,9.1521
17,0.0432,0.0141,0.7095,0.534,0.5421,0.5589,0.5837,0.7005,0.5728,0.8394,0.6057,1.0487,0.6331,1.3603,0.6959,1.908,0.7369,2.7789,0.7691,4.1425,0.7793,5.9259,0.7738,7.8566,0.7527,9.9316
18,0.0388,0.0142,0.7324,0.6103,0.61,0.6677,0.6067,0.8012,0.6064,0.9593,0.6486,1.2339,0.6897,1.6451,0.7354,2.3706,0.7667,3.4955,0.793,5.3125,0.7985,7.6701,0.7766,10.1682,0.7607,12.9124
19,0.0397,0.0141,0.6549,0.5358,0.4474,0.5541,0.4581,0.6492,0.4358,0.7295,0.4048,0.841,0.3404,1.1277,0.3862,2.1866,0.5846,4.1438,0.5773,7.2675,0.7675,11.6872,0.8054,16.8138,0.7925,22.5078
20,0.0445,0.0142,0.6837,0.5226,0.3585,0.5232,0.3466,0.6441,0.3285,0.911,0.2926,1.5299,0.343,2.47,0.4886,4.0259,0.6648,6.4971,0.7469,10.3074,0.7663,15.3478,0.783,20.9921,0.776,27.175
21,0.0511,0.0142,0.6099,0.6079,0.4051,0.6352,0.4143,0.7279,0.3992,0.8348,0.3484,1.0684,0.3572,1.8712,0.5164,3.6168,0.71,6.5139,0.7908,11.2251,0.8012,17.5082,0.8097,24.7972,0.7898,32.8882
22,0.0431,0.0142,0.6252,0.5562,0.2429,0.614,0.2194,0.7778,0.1917,1.157,0.167,2.2009,0.1833,3.8558,0.3979,6.2925,0.5635,9.7077,0.7721,14.9425,0.8208,22.1931,0.8063,30.3635,0.7854,39.2496
23,0.0465,0.0141,0.5268,0.6051,0.2092,0.7397,0.2274,0.9499,0.3502,1.4751,0.6218,2.7811,0.7964,4.8636,0.8311,8.174,0.8314,12.7347,0.8228,19.2572,0.8046,27.5768,0.7842,37.0553,0.7673,47.3624
